# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Tue Oct 30 16:44:53 2018
#
# CONSTRAINT:  where (koi_disposition like '%c%'
# CONSTRAINT:  )
#
# COLUMN kepid:          KepID
# COLUMN kepoi_name:     KOI Name
# COLUMN koi_disposition: Exoplanet Archive Disposition
# COLUMN koi_pdisposition: Disposition Using Kepler Data
# COLUMN koi_period:     Orbital Period [days]
# COLUMN koi_period_err1: Orbital Period Upper Unc. [days]
# COLUMN koi_period_err2: Orbital Period Lower Unc. [days]
# COLUMN koi_time0bk:    Transit Epoch [BKJD]
# COLUMN koi_time0bk_err1: Transit Epoch Upper Unc. [BKJD]
# COLUMN koi_time0bk_err2: Transit Epoch Lower Unc. [BKJD]
# COLUMN koi_duration:   Transit Duration [hrs]
# COLUMN koi_duration_err1: Transit Duration Upper Unc. [hrs]
# COLUMN koi_duration_err2: Transit Duration Lower Unc. [hrs]
# COLUMN koi_depth:      Transit Depth [ppm]
# COLUMN koi_depth_err1: Transit Depth Upper Unc. [ppm]
# COLUMN koi_depth_err2: Transit Depth Lower Unc. [ppm]
# COLUMN koi_ror:        Planet-Star Radius Ratio
# COLUMN koi_ror_err1:   Planet-Star Radius Ratio Upper Unc.
# COLUMN koi_ror_err2:   Planet-Star Radius Ratio Lower Unc.
# COLUMN koi_prad:       Planetary Radius [Earth radii]
# COLUMN koi_prad_err1:  Planetary Radius Upper Unc. [Earth radii]
# COLUMN koi_prad_err2:  Planetary Radius Lower Unc. [Earth radii]
# COLUMN koi_sma:        Orbit Semi-Major Axis [AU]
# COLUMN koi_sma_err1:   Orbit Semi-Major Axis Upper Unc. [AU]
# COLUMN koi_sma_err2:   Orbit Semi-Major Axis Lower Unc. [AU]
# COLUMN koi_teq:        Equilibrium Temperature [K]
# COLUMN koi_teq_err1:   Equilibrium Temperature Upper Unc. [K]
# COLUMN koi_teq_err2:   Equilibrium Temperature Lower Unc. [K]
# COLUMN koi_dor:        Planet-Star Distance over Star Radius
# COLUMN koi_dor_err1:   Planet-Star Distance over Star Radius Upper Unc.
# COLUMN koi_dor_err2:   Planet-Star Distance over Star Radius Lower Unc.
# COLUMN koi_steff:      Stellar Effective Temperature [K]
# COLUMN koi_steff_err1: Stellar Effective Temperature Upper Unc. [K]
# COLUMN koi_steff_err2: Stellar Effective Temperature Lower Unc. [K]
# COLUMN ra:             RA [decimal degrees]
# COLUMN dec:            Dec [decimal degrees]
# COLUMN koi_kepmag:     Kepler-band [mag]
#
loc_rowid,kepid,kepoi_name,koi_disposition,koi_pdisposition,koi_period,koi_period_err1,koi_period_err2,koi_time0bk,koi_time0bk_err1,koi_time0bk_err2,koi_duration,koi_duration_err1,koi_duration_err2,koi_depth,koi_depth_err1,koi_depth_err2,koi_ror,koi_ror_err1,koi_ror_err2,koi_prad,koi_prad_err1,koi_prad_err2,koi_sma,koi_sma_err1,koi_sma_err2,koi_teq,koi_teq_err1,koi_teq_err2,koi_dor,koi_dor_err1,koi_dor_err2,koi_steff,koi_steff_err1,koi_steff_err2,ra,dec,koi_kepmag
4249,11350118,K04509.01,CANDIDATE,CANDIDATE,12.003678000,1.0070000e-04,-1.0070000e-04,134.7100700,6.640000e-03,-6.640000e-03,2.79900,0.25300,-0.25300,2.8170e+02,2.810e+01,-2.810e+01,0.014942,1.079000e-03,-7.930000e-04,0.97,8.000e-02,-9.000e-02,0.0856,,,503.0,,,33.160000,5.900000,-5.900000,4328.00,131.00,-131.00,291.695160,49.187859,15.675
4250,11671579,K04510.01,CONFIRMED,CANDIDATE,5.176249970,6.4060000e-05,-6.4060000e-05,133.7381000,1.180000e-02,-1.180000e-02,5.26100,0.27000,-0.27000,7.8700e+01,6.800e+00,-6.800e+00,0.008007,5.130000e-04,-4.050000e-04,1.31,2.100e-01,-2.900e-01,0.0586,,,1243.0,,,7.564000,0.969000,-0.969000,5578.00,83.00,-66.00,296.512050,49.727760,14.435
4253,9216775,K04513.01,CONFIRMED,CANDIDATE,3.917946760,2.6740000e-05,-2.6740000e-05,132.8638400,4.970000e-03,-4.970000e-03,2.54900,0.16300,-0.16300,1.1650e+02,1.010e+01,-1.010e+01,0.009856,4.620000e-04,-6.910000e-04,0.94,1.100e-01,-4.000e-02,0.0482,,,1030.0,,,11.200000,5.200000,-5.200000,5500.00,74.00,-82.00,291.250270,45.655071,14.750
4254,2572029,K04581.01,CANDIDATE,CANDIDATE,6.005996600,1.3440000e-04,-1.3440000e-04,133.4040000,1.540000e-02,-1.540000e-02,3.09600,0.55200,-0.55200,3.9200e+01,5.400e+00,-5.400e+00,0.005742,3.280000e-04,-6.210000e-04,0.73,2.200e-01,-1.200e-01,0.0658,,,1130.0,,,14.780000,6.500000,-6.500000,6103.00,165.00,-202.00,290.608060,37.801891,13.549
4255,7905106,K04582.01,CANDIDATE,CANDIDATE,4.224269890,8.3170000e-05,-8.3170000e-05,132.3611000,1.460000e-02,-1.460000e-02,4.22000,0.34600,-0.34600,1.3600e+01,1.400e+00,-1.400e+00,0.003623,1.032000e-03,-3.260000e-04,0.35,5.000e-02,-2.000e-02,0.0494,,,1069.0,,,5.440000,2.400000,-2.400000,5735.00,103.00,-115.00,296.336880,43.600090,11.756
4256,9007151,K04583.01,CANDIDATE,CANDIDATE,330.906041000,6.8060000e-03,-6.8060000e-03,253.8224000,1.500000e-02,-1.500000e-02,3.84600,0.62700,-0.62700,7.4000e+02,1.460e+02,-1.460e+02,0.024381,4.399000e-03,-8.400000e-04,2.05,5.200e-01,-1.500e-01,0.8830,,,225.0,,,673.000000,255.000000,-255.000000,5461.00,171.00,-140.00,285.668430,45.374771,15.770
4257,4450844,K03168.01,CANDIDATE,CANDIDATE,56.347951700,9.5190000e-04,-9.5190000e-04,163.3795000,1.550000e-02,-1.550000e-02,8.78900,0.34500,-0.34500,4.3600e+01,3.300e+00,-3.300e+00,0.006599,1.546000e-03,-6.570000e-04,1.06,4.000e-02,-4.000e-02,0.2841,,,586.0,,,31.900000,13.400000,-13.400000,5843.00,78.00,-78.00,287.314850,39.538181,10.455
4260,11181260,K04653.01,CANDIDATE,CANDIDATE,19.977859900,2.7150000e-04,-2.7150000e-04,135.1650000,1.060000e-02,-1.060000e-02,5.96000,0.25900,-0.25900,8.3400e+01,7.600e+00,-7.600e+00,0.008414,5.260000e-04,-3.910000e-04,1.07,3.200e-01,-1.300e-01,0.1547,,,773.0,,,25.450000,4.800000,-4.800000,6392.00,153.00,-192.00,286.560330,48.893051,13.520
4262,2558163,K04655.01,CANDIDATE,CANDIDATE,17.543847000,1.0220000e-03,-1.0220000e-03,138.9151000,6.100000e-02,-6.100000e-02,5.94800,0.70200,-0.70200,1.9630e+02,2.400e+01,-2.400e+01,0.013357,4.700000e-04,-1.369000e-03,1.15,3.000e-01,-8.000e-02,0.1260,,,658.0,,,18.760000,6.800000,-6.800000,5957.00,159.00,-177.00,287.065340,37.899479,15.388
4263,8107611,K04656.01,CANDIDATE,CANDIDATE,3.818371700,3.8460000e-05,-3.8460000e-05,133.9081200,7.080000e-03,-7.080000e-03,2.68700,0.21800,-0.21800,5.0800e+01,5.000e+00,-5.000e+00,0.007521,9.140000e-04,-1.078000e-03,1.39,4.000e-01,-3.600e-01,0.0528,,,1683.0,,,5.450000,2.600000,-2.600000,6738.00,189.00,-260.00,295.241910,43.972599,13.821
4266,8752940,K04730.01,CANDIDATE,CANDIDATE,9.078291710,4.6190000e-05,-4.6190000e-05,138.2593300,4.260000e-03,-4.260000e-03,0.78300,0.16400,-0.16400,5.3090e+02,9.950e+01,-9.950e+01,0.020947,5.372000e-03,-1.552000e-03,3.69,1.760e+00,-1.770e+00,0.0838,,,984.0,,,89.300000,42.200000,-42.200000,5086.00,192.00,-174.00,291.588750,44.907509,14.383
4269,6278762,K03158.05,CONFIRMED,CANDIDATE,9.740485080,2.3480000e-05,-2.3480000e-05,134.8791600,1.910000e-03,-1.910000e-03,1.69930,0.06020,-0.06020,1.2140e+02,5.400e+00,-5.400e+00,0.012120,9.700000e-05,-2.010000e-03,0.95,8.000e-02,-4.000e-02,0.0790,,,673.0,,,21.080000,10.000000,-10.000000,5051.00,177.00,-141.00,289.752290,41.634605,8.717
4273,4384909,K07693.01,CANDIDATE,CANDIDATE,6.410971790,8.0730000e-05,-8.0730000e-05,132.9844000,1.030000e-02,-1.030000e-02,2.58200,0.25400,-0.25400,2.3350e+02,3.250e+01,-3.250e+01,0.013772,9.340000e-04,-1.371000e-03,1.40,3.200e-01,-1.300e-01,0.0669,,,886.0,,,18.600000,6.300000,-6.300000,5383.00,180.00,-180.00,296.221680,39.405762,15.631
4274,9009036,K04585.01,CONFIRMED,CANDIDATE,6.762893080,8.8520000e-05,-8.8520000e-05,135.6771000,1.130000e-02,-1.130000e-02,6.20400,0.27100,-0.27100,5.0900e+01,4.000e+00,-4.000e+00,0.006780,1.670000e-04,-4.630000e-04,1.21,2.400e-01,-3.000e-01,0.0761,,,1337.0,,,7.050000,2.400000,-2.400000,6547.00,146.00,-194.00,286.543640,45.304871,13.499
4275,11506654,K04586.01,CANDIDATE,CANDIDATE,75.211637300,6.6130000e-04,-6.6130000e-04,202.3022200,6.030000e-03,-6.030000e-03,3.20300,0.19900,-0.19900,3.6260e+02,3.270e+01,-3.270e+01,0.017266,1.171000e-03,-7.760000e-04,2.83,4.100e-01,-6.300e-01,0.3708,,,516.0,,,182.200000,29.000000,-29.000000,5818.00,70.00,-79.00,291.517580,49.434620,14.390
4276,5687700,K04587.01,CANDIDATE,CANDIDATE,6.362834140,8.1150000e-05,-8.1150000e-05,131.8069000,9.250000e-03,-9.250000e-03,3.75200,0.30900,-0.30900,1.5940e+02,1.910e+01,-1.910e+01,0.011578,8.730000e-04,-7.180000e-04,1.12,3.200e-01,-1.100e-01,0.0666,,,956.0,,,12.990000,3.900000,-3.900000,5955.00,161.00,-178.00,285.224150,40.958931,15.567
4277,8806985,K04588.01,CANDIDATE,CANDIDATE,7.537374980,9.5760000e-05,-9.5760000e-05,135.8095600,8.920000e-03,-8.920000e-03,3.96600,0.23600,-0.23600,4.1100e+01,4.300e+00,-4.300e+00,0.005934,3.750000e-04,-3.450000e-04,0.93,2.700e-01,-2.200e-01,0.0802,,,1210.0,,,14.250000,4.700000,-4.700000,6483.00,181.00,-250.00,286.513550,45.038044,12.912
4280,6527078,K04657.01,CANDIDATE,CANDIDATE,7.576008860,8.5260000e-05,-8.5260000e-05,135.6293000,1.100000e-02,-1.100000e-02,3.36100,0.20700,-0.20700,4.9000e+01,4.500e+00,-4.500e+00,0.006350,3.690000e-04,-3.820000e-04,0.54,9.000e-02,-5.000e-02,0.0714,,,778.0,,,16.720000,4.900000,-4.900000,5361.00,159.00,-159.00,293.292790,41.997589,13.241
4282,2857607,K04659.01,CANDIDATE,CANDIDATE,41.868199600,7.4040000e-04,-7.4040000e-04,146.9767000,1.570000e-02,-1.570000e-02,5.78300,0.31200,-0.31200,1.5070e+02,1.390e+01,-1.390e+01,0.013675,1.500000e-05,-2.868000e-03,1.25,3.300e-01,-1.100e-01,0.2301,,,492.0,,,23.200000,11.300000,-11.300000,5852.00,140.00,-158.00,292.514680,38.022060,13.664
4284,5962262,K04661.01,CANDIDATE,CANDIDATE,8.617427380,6.7170000e-05,-6.7170000e-05,133.5086300,6.970000e-03,-6.970000e-03,2.71300,0.19800,-0.19800,1.5490e+02,1.600e+01,-1.600e+01,0.011032,8.400000e-04,-6.670000e-04,1.01,4.000e-02,-8.000e-02,0.0763,,,733.0,,,24.500000,5.400000,-5.400000,5009.00,74.00,-82.00,292.463870,41.299068,14.790
4287,7429240,K04450.01,CONFIRMED,CANDIDATE,196.436796000,2.5430000e-03,-2.5430000e-03,173.6920000,1.130000e-02,-1.130000e-02,8.55600,0.37100,-0.37100,6.3190e+02,5.090e+01,-5.090e+01,0.022558,1.362000e-03,-9.580000e-04,2.33,2.800e-01,-1.900e-01,0.6446,,,292.0,,,179.300000,14.900000,-14.900000,5462.00,82.00,-82.00,286.378270,43.073250,15.139
4288,10120548,K04451.01,CANDIDATE,CANDIDATE,8.830368100,9.9770000e-05,-9.9770000e-05,134.8005900,9.780000e-03,-9.780000e-03,3.42600,0.26900,-0.26900,2.9620e+02,3.230e+01,-3.230e+01,0.017124,5.353000e-03,-1.951000e-03,1.32,1.600e-01,-1.100e-01,0.0767,,,676.0,,,13.640000,6.600000,-6.600000,5051.00,151.00,-136.00,282.195650,47.105679,15.945
4289,4474462,K04452.01,CANDIDATE,CANDIDATE,12.857558950,9.5030000e-05,-9.5030000e-05,141.8559700,6.410000e-03,-6.410000e-03,4.83100,0.18800,-0.18800,1.0650e+02,8.500e+00,-8.500e+00,0.009747,1.940000e-04,-7.740000e-04,1.23,1.900e-01,-2.100e-01,0.1045,,,860.0,,,17.240000,7.500000,-7.500000,5860.00,79.00,-79.00,294.300990,39.519058,13.821
4291,4141593,K07685.02,CANDIDATE,CANDIDATE,33.502923000,1.0410000e-03,-1.0410000e-03,158.6469000,2.820000e-02,-2.820000e-02,11.94700,0.70900,-0.70900,7.0900e+01,6.200e+00,-6.200e+00,0.008374,1.474000e-03,-8.550000e-04,1.08,3.000e-01,-2.500e-01,0.1984,,,645.0,,,14.310000,6.200000,-6.200000,5999.00,163.00,-181.00,286.773130,39.277531,13.219
4292,10003058,K04519.01,CANDIDATE,CANDIDATE,148.568877000,1.8810000e-03,-1.8810000e-03,139.6040200,7.330000e-03,-7.330000e-03,4.39900,0.31600,-0.31600,4.0440e+02,4.150e+01,-4.150e+01,0.018329,1.318000e-03,-9.760000e-04,5.97,1.140e+00,-1.940e+00,0.6365,,,555.0,,,255.000000,106.000000,-106.000000,5814.00,87.00,-79.00,288.010130,46.978519,14.744
4293,9031703,K04520.01,CANDIDATE,CANDIDATE,9.333548600,2.1040000e-04,-2.1040000e-04,137.6177000,1.570000e-02,-1.570000e-02,6.64300,0.74300,-0.74300,7.1200e+01,7.200e+00,-7.200e+00,0.008311,1.967000e-03,-9.130000e-04,1.69,2.900e-01,-3.500e-01,0.0888,,,1082.0,,,7.560000,3.500000,-3.500000,5354.00,88.00,-72.00,295.214260,45.324509,14.276
4296,12204137,K04590.01,CANDIDATE,CANDIDATE,9.540608550,7.0870000e-05,-7.0870000e-05,131.9127600,7.170000e-03,-7.170000e-03,1.86900,0.18500,-0.18500,4.6200e+02,4.800e+01,-4.800e+01,0.019272,1.202000e-03,-1.267000e-03,1.75,2.600e-01,-1.700e-01,0.0830,,,735.0,,,39.730000,4.000000,-4.000000,5271.00,158.00,-158.00,288.870820,50.815559,15.836
4298,5389956,K04591.01,CANDIDATE,CANDIDATE,1.809267340,2.2600000e-05,-2.2600000e-05,132.6883000,8.310000e-03,-8.310000e-03,2.46900,0.28700,-0.28700,9.8000e+01,1.120e+01,-1.120e+01,0.009177,5.480000e-04,-6.730000e-04,0.89,2.600e-01,-8.000e-02,0.0289,,,1444.0,,,5.260000,1.700000,-1.700000,5897.00,177.00,-177.00,298.542570,40.514790,15.186
4300,10662202,K00750.02,CANDIDATE,CANDIDATE,5.044139870,3.5190000e-05,-3.5190000e-05,132.5198600,5.400000e-03,-5.400000e-03,1.62300,0.21000,-0.21000,1.7200e+02,2.270e+01,-2.270e+01,0.012998,4.000000e-06,-1.851000e-03,1.18,4.000e-02,-1.000e-01,0.0533,,,862.0,,,16.780000,7.400000,-7.400000,4954.00,79.00,-79.00,290.465120,47.929180,15.377
4303,3934657,K07676.01,CANDIDATE,CANDIDATE,5.369408400,1.0190000e-04,-1.0190000e-04,133.8117000,1.580000e-02,-1.580000e-02,3.94900,0.57100,-0.57100,4.0000e+01,7.400e+00,-7.400e+00,0.006556,1.390000e-04,-1.066000e-03,0.62,1.900e-01,-5.000e-02,0.0590,,,974.0,,,5.880000,2.900000,-2.900000,5753.00,138.00,-156.00,284.734740,39.045361,13.786
4304,7515336,K04663.01,CANDIDATE,CANDIDATE,5.656902810,7.9020000e-05,-7.9020000e-05,131.5761000,1.110000e-02,-1.110000e-02,3.58300,0.30100,-0.30100,3.2200e+01,3.600e+00,-3.600e+00,0.005131,2.900000e-04,-4.110000e-04,0.74,1.200e-01,-1.500e-01,0.0619,,,1159.0,,,12.135000,0.383000,-0.383000,5687.00,77.00,-77.00,287.670590,43.197239,12.715
4310,3557560,K04456.01,CANDIDATE,CANDIDATE,7.429932200,1.5520000e-04,-1.5520000e-04,138.7701000,1.710000e-02,-1.710000e-02,4.01300,0.57400,-0.57400,1.6490e+02,2.300e+01,-2.300e+01,0.013269,3.444000e-03,-1.585000e-03,1.81,2.800e-01,-3.300e-01,0.0738,,,1024.0,,,8.350000,4.100000,-4.100000,5635.00,76.00,-76.00,294.671260,38.698971,15.128
4311,12109267,K04457.01,CANDIDATE,CANDIDATE,79.334347000,1.5740000e-03,-1.5740000e-03,144.0233000,1.470000e-02,-1.470000e-02,10.88600,0.52700,-0.52700,1.6490e+02,1.270e+01,-1.270e+01,0.012408,3.114000e-03,-7.550000e-04,1.56,4.600e-01,-2.500e-01,0.3653,,,500.0,,,43.100000,19.900000,-19.900000,6384.00,158.00,-206.00,290.512420,50.649288,13.815
4312,8700895,K04523.01,CANDIDATE,CANDIDATE,5.682516050,7.0400000e-05,-7.0400000e-05,131.6745000,1.050000e-02,-1.050000e-02,3.47900,0.32700,-0.32700,8.1200e+01,1.040e+01,-1.040e+01,0.008164,6.380000e-04,-6.180000e-04,1.03,1.700e-01,-1.400e-01,0.0627,,,1090.0,,,12.590000,2.100000,-2.100000,5753.00,78.00,-78.00,296.044250,44.805290,14.878
4313,5003670,K04524.01,CANDIDATE,CANDIDATE,7.991446960,6.5510000e-05,-6.5510000e-05,136.2585500,7.340000e-03,-7.340000e-03,3.63900,0.20200,-0.20200,1.4500e+02,1.240e+01,-1.240e+01,0.013940,4.170000e-04,-3.451000e-03,1.53,2.300e-01,-1.200e-01,0.0783,,,901.0,,,6.450000,3.200000,-3.200000,5700.00,77.00,-77.00,289.548400,40.164200,14.955
4316,5003670,K04524.02,CANDIDATE,CANDIDATE,4.526287390,5.0270000e-05,-5.0270000e-05,134.3206500,9.360000e-03,-9.360000e-03,3.73600,0.33400,-0.33400,9.9600e+01,1.020e+01,-1.020e+01,0.009313,7.540000e-04,-3.730000e-04,1.02,1.500e-01,-8.000e-02,0.0536,,,1089.0,,,8.150000,3.800000,-3.800000,5700.00,77.00,-77.00,289.548400,40.164200,14.955
4320,12265786,K04595.01,CANDIDATE,CANDIDATE,0.597018404,1.0760000e-06,-1.0760000e-06,131.7127700,1.590000e-03,-1.590000e-03,0.47780,0.08420,-0.08420,2.4540e+02,1.640e+01,-1.640e+01,0.015774,1.450000e-03,-1.401000e-03,1.09,1.300e-01,-7.000e-02,0.0122,,,1578.0,,,8.770000,3.900000,-3.900000,4985.00,149.00,-134.00,295.414790,50.979012,15.509
4321,10873178,K04597.01,CANDIDATE,CANDIDATE,4.820251240,5.5320000e-05,-5.5320000e-05,134.8135500,7.500000e-03,-7.500000e-03,2.12900,0.42200,-0.42200,9.4100e+01,2.140e+01,-2.140e+01,0.009212,1.200000e-03,-1.074000e-03,0.78,1.800e-01,-5.000e-02,0.0531,,,1018.0,,,14.780000,7.400000,-7.400000,6035.00,164.00,-182.00,296.360900,48.213001,14.639
4322,11337012,K04666.01,CANDIDATE,CANDIDATE,12.401926300,2.6950000e-04,-2.6950000e-04,141.1769000,2.060000e-02,-2.060000e-02,4.04300,0.73600,-0.73600,2.1110e+02,2.690e+01,-2.690e+01,0.016357,1.970000e-03,-3.879000e-03,1.49,3.200e-01,-1.500e-01,0.0984,,,713.0,,,9.980000,5.000000,-5.000000,5555.00,167.00,-150.00,284.041720,49.138199,15.355
4323,8359569,K04667.01,CANDIDATE,CANDIDATE,152.823896000,4.5560000e-03,-4.5560000e-03,147.5443000,2.450000e-02,-2.450000e-02,7.73400,0.65600,-0.65600,4.5620e+02,5.410e+01,-5.410e+01,0.019703,1.424000e-03,-1.308000e-03,2.45,7.400e-01,-3.200e-01,0.5895,,,395.0,,,152.900000,22.500000,-22.500000,6452.00,157.00,-246.00,289.635350,44.379711,15.408
4325,9837828,K04670.01,CANDIDATE,CANDIDATE,6.808990760,5.1820000e-05,-5.1820000e-05,132.1907800,6.830000e-03,-6.830000e-03,2.07700,0.29400,-0.29400,1.1920e+03,1.430e+02,-1.430e+02,0.957505,4.064500e-02,-7.375120e-01,89.29,8.700e+01,-8.470e+00,0.0655,,,795.0,,,9.070000,4.500000,-4.500000,4992.00,208.00,-152.00,294.580660,46.610592,16.303
4326,4857058,K03061.02,CANDIDATE,CANDIDATE,77.915425000,2.5430000e-03,-2.5430000e-03,160.9193000,2.160000e-02,-2.160000e-02,8.27400,0.68700,-0.68700,1.7880e+02,2.480e+01,-2.480e+01,0.012253,1.389000e-03,-5.410000e-04,1.17,6.000e-02,-9.000e-02,0.3331,,,367.0,,,65.300000,30.000000,-30.000000,5135.00,84.00,-76.00,297.042080,39.912231,14.316
4329,9947389,K04460.01,CANDIDATE,CANDIDATE,284.727213000,8.3630000e-03,-8.3630000e-03,142.0923000,2.300000e-02,-2.300000e-02,10.29900,0.94200,-0.94200,3.5530e+02,3.400e+01,-3.400e+01,0.017149,9.170000e-04,-1.235000e-03,2.02,3.000e-01,-2.900e-01,0.8224,,,278.0,,,204.200000,94.600000,-94.600000,5497.00,82.00,-74.00,290.147250,46.802872,14.636
4331,3765917,K04526.01,CANDIDATE,CANDIDATE,30.539293100,4.8280000e-04,-4.8280000e-04,156.7026000,1.120000e-02,-1.120000e-02,6.88700,0.38300,-0.38300,4.2820e+02,3.080e+01,-3.080e+01,0.018770,8.210000e-04,-1.039000e-03,2.72,4.600e-01,-5.000e-01,0.1942,,,669.0,,,34.500000,14.500000,-14.500000,5803.00,78.00,-78.00,295.968930,38.867168,15.271
4333,7833305,K04528.01,CANDIDATE,CANDIDATE,8.312244740,5.6200000e-05,-5.6200000e-05,139.6770600,5.750000e-03,-5.750000e-03,2.66300,0.40100,-0.40100,7.0800e+01,7.600e+00,-7.600e+00,0.119294,7.222699e+00,-1.016770e-01,10.63,1.980e+00,-1.490e+00,0.0726,,,801.0,,,3.460000,1.700000,-1.700000,5421.00,161.00,-161.00,295.374760,43.500431,13.019
4335,12647577,K04530.01,CANDIDATE,CANDIDATE,12.636204800,1.9850000e-04,-1.9850000e-04,134.4588000,1.450000e-02,-1.450000e-02,3.96100,0.39800,-0.39800,1.2400e+02,1.280e+01,-1.280e+01,0.010119,5.800000e-04,-7.470000e-04,1.10,1.600e-01,-7.000e-02,0.1072,,,774.0,,,24.300000,11.100000,-11.100000,5772.00,78.00,-86.00,290.734340,51.770962,14.241
4339,11153476,K04601.01,CANDIDATE,CANDIDATE,7.940042810,8.4950000e-05,-8.4950000e-05,135.4315000,9.680000e-03,-9.680000e-03,3.28200,0.28500,-0.28500,8.1900e+01,9.000e+00,-9.000e+00,0.008315,4.450000e-04,-6.300000e-04,0.98,3.200e-01,-1.100e-01,0.0813,,,1010.0,,,18.650000,1.600000,-1.600000,6278.00,149.00,-205.00,298.434780,48.706139,13.757
4340,6144039,K04602.01,CANDIDATE,CANDIDATE,2.858550490,2.1800000e-05,-2.1800000e-05,132.2841500,6.290000e-03,-6.290000e-03,2.34100,0.19400,-0.19400,8.5400e+01,9.100e+00,-9.100e+00,0.011676,5.750000e-04,-3.668000e-03,1.23,1.400e-01,-1.300e-01,0.0378,,,1212.0,,,2.780000,1.400000,-1.400000,5441.00,76.00,-76.00,297.232730,41.433411,14.636
4343,5985713,K03190.01,CANDIDATE,CANDIDATE,8.952940460,8.7270000e-05,-8.7270000e-05,134.3373100,7.650000e-03,-7.650000e-03,2.99500,0.22900,-0.22900,4.4000e+01,4.000e+00,-4.000e+00,0.006519,1.586000e-03,-5.260000e-04,0.86,1.400e-01,-1.500e-01,0.0839,,,1012.0,,,16.140000,7.200000,-7.200000,6047.00,120.00,-132.00,298.268160,41.251663,11.458
4345,6839010,K04674.01,CANDIDATE,CANDIDATE,4.843500030,4.3840000e-05,-4.3840000e-05,134.8148800,7.260000e-03,-7.260000e-03,3.04500,0.21000,-0.21000,5.0200e+01,5.500e+00,-5.500e+00,0.007775,1.138000e-03,-1.466000e-03,0.90,2.400e-01,-1.600e-01,0.0543,,,1121.0,,,5.450000,2.700000,-2.700000,5762.00,155.00,-155.00,282.582820,42.346352,13.590
4346,9775385,K04462.01,CANDIDATE,CANDIDATE,45.163025000,4.4920000e-03,-4.4920000e-03,159.8536000,9.680000e-02,-9.680000e-02,7.03000,2.10000,-2.10000,1.3030e+02,2.720e+01,-2.720e+01,0.010664,1.037000e-03,-1.284000e-03,2.35,1.240e+00,-4.400e-01,0.2944,,,886.0,,,48.600000,18.600000,-18.600000,7675.00,235.00,-304.00,293.852940,46.590809,11.069
4347,6197344,K04463.01,CANDIDATE,CANDIDATE,36.761401100,9.6430000e-04,-9.6430000e-04,137.7551000,2.860000e-02,-2.860000e-02,15.98200,0.76300,-0.76300,1.6090e+02,1.050e+01,-1.050e+01,0.016870,2.868000e-03,-6.078000e-03,1.52,2.400e-01,-1.900e-01,0.2000,,,475.0,,,4.640000,2.300000,-2.300000,5305.00,185.00,-185.00,289.414280,41.510040,15.598
4348,11357664,K04464.01,CANDIDATE,CANDIDATE,4.373570433,9.2560000e-06,-9.2560000e-06,133.8281400,1.760000e-03,-1.760000e-03,0.62300,0.11900,-0.11900,3.6600e+02,3.080e+01,-3.080e+01,0.017534,3.518000e-03,-7.950000e-04,1.23,8.000e-02,-1.100e-01,0.0448,,,727.0,,,54.300000,24.600000,-24.600000,4362.00,131.00,-131.00,295.306520,49.179668,15.194
4350,7272132,K04466.01,CANDIDATE,CANDIDATE,154.674369000,4.6010000e-03,-4.6010000e-03,177.3621000,2.670000e-02,-2.670000e-02,9.35000,0.64100,-0.64100,4.3580e+02,3.720e+01,-3.720e+01,0.020904,5.588000e-03,-2.031000e-03,2.29,7.100e-01,-2.600e-01,0.5698,,,371.0,,,83.700000,38.800000,-38.800000,6338.00,176.00,-242.00,288.638610,42.857288,15.015
4356,8430053,K04603.01,CANDIDATE,CANDIDATE,15.951386600,1.5560000e-04,-1.5560000e-04,146.4542500,7.920000e-03,-7.920000e-03,2.28500,0.22300,-0.22300,9.9200e+01,1.270e+01,-1.270e+01,0.009210,6.710000e-04,-6.710000e-04,1.17,4.200e-01,-1.300e-01,0.1311,,,849.0,,,52.800000,11.700000,-11.700000,6451.00,144.00,-208.00,291.539220,44.447060,13.629
4359,12458605,K04605.01,CANDIDATE,CANDIDATE,7.785911100,2.0340000e-04,-2.0340000e-04,137.8734000,2.790000e-02,-2.790000e-02,7.78800,0.71000,-0.71000,4.5500e+01,4.700e+00,-4.700e+00,0.006544,1.010000e-04,-6.670000e-04,0.68,2.200e-01,-7.000e-02,0.0769,,,939.0,,,5.760000,2.800000,-2.800000,6045.00,162.00,-180.00,290.423070,51.388729,13.515
4362,4953173,K04676.01,CANDIDATE,CANDIDATE,31.183688000,1.2290000e-03,-1.2290000e-03,155.9588000,2.440000e-02,-2.440000e-02,6.14000,1.10000,-1.10000,1.3980e+02,2.380e+01,-2.380e+01,0.012202,3.057000e-03,-1.599000e-03,3.21,8.200e-01,-1.450e+00,0.2158,,,876.0,,,22.400000,10.800000,-10.800000,5947.00,196.00,-207.00,298.743350,40.072140,13.931
4366,5352640,K04467.01,CANDIDATE,CANDIDATE,2.942423230,1.4630000e-05,-1.4630000e-05,133.8608400,4.280000e-03,-4.280000e-03,1.51900,0.13600,-0.13600,2.9330e+02,2.540e+01,-2.540e+01,0.015869,6.370000e-04,-1.128000e-03,1.42,3.100e-01,-1.300e-01,0.0390,,,1098.0,,,13.520000,3.600000,-3.600000,5436.00,187.00,-187.00,288.725980,40.531631,15.907
